id,text,label
A3LQQ58P16XWZ7_16060,This is on old Christmas show reminds me of my youth. Just wish I had the old timex commercials in it.,4
A3LVHU3WNR5XF3_10991,"Not as good as the first two series, but still worth having. If you have the first two, this one is not necessary to view.  Mostly a re-hash of the first two videos",4
A3C0EXOWDCL83Y_7477,Was very happy with the price. Tried to find in the stores and had a hard time. Came quickly. In great shape.,5
A1B26TNQEWHQ4K_19285,A very strange movie. I'm not even sure how to rate it so I am putting it in the middle. I will say that I prefer the US version over the International version. Better music & shorter.,3
A204XGY6Q0JV54_4210,Moving drama.  I wonder if some of the language wasn't more 21st century than world war II profanity.,4
A12X6YS2P51S89_5997,"Not worth the effort to watch!  The story line is stupid, and if the film has a point it is hidden behind the language, drugs and alcohol that pours and puffs freely throughout the movie.",1
A2KFOBB8RXJTSR_20305,"It was an Ok movies, just not one of my favorites. I bought it to have something different to watch.",2
A3NORR86G02POT_21578,Started watching it but got bored with it pretty fast. After seeing newer remake of the titanic just couldn't get into it.,2
A2A736XI0RBXC2_1010,kind of strange movie but it's still good and oh my lord sexy Jessica alba wow she is so beautiful and sexy as always and it's a combination of horror and comedy type of movie but overall still worth checking out,5
A3KTR3L90O255H_5714,I loved this movie when I was a teenager and I still love it! Now my kids also love it!,5
A4PF4XLHD8ISB_20620,This has nothing to do with about and Costello; and what is there is not worth the cost and time to watch it.,1
A1MBDJ2IZJUNTE_10068,"Matt Damon is excellent in this sneak-up-on-you film. His Jekyll Hyde character is so believable, and Gwyneth Paltrow and Kate Blanchett are amazing.",4
A141OYGJMSQ2O3_3014,so fun to watch a great cast playing characters who act like real people in an increasingly weird situation.  and the villain is so bad....,5
A4DN9N6VD4XK8_16162,"The end ruined it for me, until then I loved the movie because I was a die hard fan of Rod Stieger and Yvonne De Carlo.",3
A38U7HY8ARYC73_6354,"Julia Roberts in Notting Hill and Erin Brockovich, a double feature offering is a welcomed addition to my library of old favorites. And this is one more flawless delivery of a wonderful product from Amazon.",5
AGTNNUS56ATEY_20027,Reminded me of Chaos land starring Charles Bronson Revenge based and death for the gang one by one until the final showdown. Predictable!,2
A1OWAF4HP44RI_22131,I prefer the new Mel to the old one ... prefer the comic Mel to the tragic Mel ... forgot how dark this one was.,3
A7PEX5H2VR0MO_8297,"Fun for the entire family, even the ""dirty old  man"" grandpa. A lot of the true story behind freeways.",5
A1N1VS910RZ9T1_7341,"Need to see this movie. Rated R for persuade strong bloody violence, strong language, and some comic nudity.",5
AT9L10B65XU7M_22058,"Typical Newman ""grumpy old man"" role -- the flirtation with Melanie Griffith is funny at first, then defies reality.",3
A3ZUCJ3LTZYF8_8995,"This is for the 2007 version without narration. Blade Runner is an evocative, timeless film. Hard to believe it was made in 1982.",4
A3K60CKHSOPOX5_3672,"The classic movie about good v. bad. A warm-hearted story that is truly a nostalgic look at long ago, when life was innocent and people were respectful to each other.",4
A1IH0ZZ5SC6EL1_5765,I don't know what I ever liked about this movie. It sucks. Wish I had not rewatched it especially with my teen kids.,1
A1N2W4VF1C0W50_14244,They don't make movies like this anymore.  Al Pacino shows why he is one of the greatest of all time!,4
A30HXMB0RSOWVV_4268,"As true to ""life"" as war can get. Raw, the director captured nuances rarely depicted on the war field. I mean I felt it.",4
AKE6DXEN3GWPC_1791,"We should all, look back and remember a time that reminds us of this sort.",5
A132760BKTTT3I_15077,"It is a classic Super-Man movie.  This is by far not the best in the five movie series with Christopher Reed, but wanted to add this to my collect so i have the complete set of five.",4
A28F0K7PLZSVL8_21192,My son enjoyed but wasn't so enthralled with it. Fun movie but he was bored with it easily. Probably won't rent it again but who knows.,3
A1OXR2PA1BXFLQ_16254,"I was required to watch for a college theatre class . I enjoy some old movies and the plot was good, but does have some nudity so beware if uncomfortable with that. Definitely not a movie for children.",4
A49XO4MO130OS_23756,"I started to watch this on Netflix and had to turn it off after a half hour.  Tedious, pretentious and pointless.  Avoid.",1
A209WMYC3QU1AM_4600,"Compelling, gut-wrenching tale.  Good, if not great acting.  The story is enough to carry it.",5
A6F8PI0O7E789_23534,"Rocky II is a bad DVD. did not play it until I had it a while, so just sucked it up, but not happy with it since it was brand spanking new unopened when arrived.",3
A1VU3JZZ4PKI32_5190,Great movies with all the extras.  Buy this edition if you want everything the movie has to offer.,5
A6URPIREGDQ9K_90,"Just  OK, I had a  hard time putting ""Fonzie"" as a gruff person, and to me it was just OK, glad I watched it but not one of my favorites.",3
A35COAFWHNYO6K_21750,"Not nearly as good as its predecessor, Westworld, but admirable for the time.  Held together mainly by the great performances of Peter Fonda and Blythe Danner.  Worth a look if you've never seen it but dated.",3
A2FIXSM1OPRMOB_15489,"As much as I was looking forward to see this movie...especially since ""The Hustler"" is a favorite of mine...the soundtrack was so AWFUL...I have not yet been able to finish this movie.",2
A20ZJ898166ETY_2542,"Gattaca is one of the smartest sci-fi-movies of the year. It's also very stylish - and unfortunately sometimes pretty boring. But when you know that this is no 'Starship Troopers', you will have a great time. Jude Law is  fantastic!",4
A1ZB68T6V3OLUH_10329,"Lame, but funny. Norm McDonald is a hoot. Don Rickles is worth the rental alone.",3
A34Y3IZH8GVYMO_15345,"another surf classic, not as good as endless summer, but good.  I have a surf nut in my house and it's on the shelf and brought out more than once.",4
A33M40EVD52Q61_23845,"Skip it, unless you just want to see Ava and Boogey..Too much yadayada about the producer/rich director or whatever he was.",2
A2Z933XK49GBOY_20656,This was not a new DVD as advertised. The case was dirty and the dvd was scratched up. Thankfully it played well and I was able to rip it to my PC.,3
AUS85MYWXSFJG_14393,Nice little movie a fun thing but not to be showing to boys who are already stuck up they will get the idea that it wins them women. Not in real lifeblood,4
A3SUEIH3WTQ7GD_6838,Great movie! It has drama and comedy. I think the extras are exceptional. The quality is great for a Blu-ray.,5
A2W9J1ZCL5N1ZB_18236,this movie had some cool parts but some parts are boring. Skip the first half hour of the movie,3
A3F7PBATA5KROT_4518,"I had ordered this before, but ordered the soundtrack CD by accident so I returned the CD and re-ordered and now all is good. Received the DVD way ahead of scheduled estimated delivery.",5
A2NL8L2R9N8J5Z_15454,"Loved this movie.  The history, the bravery and the example these heros set for the rest of us to cheer.",4
A3NJD2JD4E2TS_2906,Great adaptation of a terrific Stephen King classic thriller. I have seen in the past but it was just as entertaining as the first time maybe more so.  Highly recommended,4
A2OLIP7CYVIINE_20957,"Picture quality very dark, content confusing to me, after five minutes of not knowing what was going on I turned it off.",1
A3AEN6JWPGUWFM_22005,"I couldn't finish this film so I quit when it's 35 minutes.
I own like 5,000 DVDS and blu-ray and this is the worst of all.",1
A35H9F8I363O1A_9553,One version of an early Agatha Christie tale that is not one of her best.  An unbelievable story but with the Christie magic and good acting makes this worth viewing.,3
A2XMU8ZDSAXNHW_23213,I've listened mostly to tapes and CDs so to see a visual performance was nice.  It probably would not be appreciated today.,3
A551XY0L7WQXU_3166,"Ordered for my Hitchcock fan.  He said was as expected.  LOVES any Hitchcock movie.  Had to have for his collection with other Hitchcock movies.  No glitches, although older movie.  Recommended.",5
A14INICZSIGAAA_18671,Not a fan of 'Quiet'. Count me among the apparently clueless rabble who find this movie extremely overrated. One of the few film 'classics' that just doesn't appeal to me at all for some reason.,2
A1E9WPVHXD48AB_21261,Bought the DAN CURTIS series dvd and there was no sound on DORIAN.  I have since replaced the DORIAN copy and still no sound.,1
A1R5HXBZFLHUYO_21826,Cute movie but not a mind bender. Great to watch a easy movie and with Tim Robbins. Walter Matheau was a good Einstein.,3
A14AQBT1D5AEIG_17679,"Above average 70's action movie with Bronson kicking butt; he's just an average Joe trying to get by, but the cops and the mob won't give him any peace.",3
A2XIG673RLMK5M_21213,"If I had grandchildren, perhaps it would impress me more - but it was very nicely made and a good story. I am glad I followed someone's recommendation to view it.",3
A1YBO8OOKQ368Q_23968,A serious waste of time. Take a nap instead. The nap will be more interesting than the movie. Boring and silly.,1
A1Y86QRSJ3GFNQ_17580,"So CORNY. The guilt of modernity, the so-called shame of international discord.

Crap.  Yet, the leathery faced Scheider guides.

No idea why this movie was made.

-r.c.",3
AG7ERD0LPML08_5869,Really childish and not Hunter Thompsonesque at all.  One joke with drugs and alcohol consumed and nothing else going on.  Don't bother.,1
A7RN2QAWK3JET_15261,There are many interesting and imaginative parts to this movie. The parts of the movie i dislike the most are some violent episodes. I would like to see this movie redone without the violence,3
A1ZBYF0PHKCDVG_7296,One day Amazon has it for $4.99 the next $7.99.  WTF.  Turned out Best Buy had it in store for $4.99.  Always spend your money at brick and mortal stores first!,5
A2VKBENU2H4VN_1068,"This is so good.  The movie is like real life stuff that goes on in peoples lives.  I believe you would enjoy it.  It makes you happy, sometimes sad and a lot of things to relate to.  I recommend this.",5
A1GJASP2MT3S5I_23738,"good movie, nice and vintage. good acting, and casting. I've seen different versions of this movie in years past ..that it",3
A1X2TD8ZNZZQ4K_11612,"Bad and terrible special effects not so special, one thumb down. Burgtekie says don't check it out!",1
ARPP0NYHJ0A9Q_3043,"It' o. k. but I really got it for my hubby, he likes boobs, though if that's what  looking for , this movie doesn't spew very much!",2
A14PCHNQ8ZMV2Q_3810,"Much better picture and audio quality than the U.S. release, with some moderate extras. Still miffed they ditched the music videos by Queen, though.",3
A1VYM47ZEUNTEZ_3820,i love the movie as well as the music i have always loved neil diamond even as a child what can i say he is the man....,5
A26ZROU8M3M0HF_13179,An old classic that is well worth seeing again.  It has stood the test of time very well and is the movie that probably got Richard  Gere's career going.  Set in beautiful Puget Sound as a bonus.,4
A3UVXIZ68TEKQF_21699,It's a good movie for kids. My six year old grand daughter loved it.  She was laughing through the whole thing.,3
A2X3W1DA2HMRJL_18348,"this movie looks and sounds like it was created in grade school (not high school), production values stink, story stinks, acting stinks
all and all I cant believe it made it to amazon.",1
A1ECIKAFT7Y5T2_14039,This movie was OK.  Not much special but was not horribly bad either.  It started pretty good but seem to lose me after about 45 minutes in.,3
A3QP8AGLU5SL0D_14962,"I had watched this movie with Rosalind Russell as the star and then this with Lucille Ball.
I think this one with her as the star is by far the best one.  Very good, will watch it more than
once.",4
A1VPNWK3IUF0KB_17982,"This is a fun sex romp with plenty of T & A but not too salacious. It's a fun, bawdy re-telling of the Cinderella story.",3
A3I0FC3OTLW0I5_19335,"Wow. The hardest thing to sit through was the music. Listening to the experiences of the individuals was interesting, but the hokey music took it to a whole new level.",3
A2OA8TE8CGQCJO_2002,Pretty good movie...let's face it Robin Williams is a comedic generous and his serious moments on film are OK too.,4
A32ZIRX9BR6462_21435,"Funny, but nothing fantastic.  It's not the funniest I've ever seen, but, it wasn't profane or anything like that.",3
A2U77Z3YPJ3IM2_18114,maybe the worst film beautiful Shannon Tweed has ever done. not enough of Ms. tweed in the nude. Usually love her movies,2
A1DNQPBWZV7X94_14595,"One of the few roles Nicholas Cage is not just good in, but perfect for. A fabulous supporting cast also lends credibility. The Coen Brothers are at their early best in this great comedy of errors.",4
A1BL65ZJPWJW5J_22864,"The movie was predictable...so, disappointed and I am a KS fan.....couldn't wait to leave.  Yes, I saw it the day it came out.  Just my opinion like it or not.",1
A3P7J3W7JLL2WG_6790,"The best movie I've seen since Silence of the Lambs(coincidently they both won WELL DESEREVED Oscars).See it for Kevin Spacey and Anette Benning's wonderful performances. Thora Birch's perfect timing and Alan Ball's superb  screenplay,completmented by Sam Mendes great direction",5
A1RIHQYVTO7RSG_18051,A good movie to put on the tv to sleep by. Turn the sound down and set the tv to shut off in 80 min.s and sleep like a baby.,3
A3B9XTIDLP6BKN_18100,"Weak if you ask me, as Faye Dunaway tries to play havic.  The Jimmy Olson character from 'Superman' series appears in an attempt to legitimize the film.",3
A69KY1GXIVZ9H_16693,Not my type of move. someone hitting people or killing them with tools in a tool box.,2
A25654F6R2GT87_12364,The blu-ray uses a severely detrained master that offers no proper detail and film texture at all. Another plastic land release. Stay away if you want to see a film as it was made.,2
A2CCZSJNZAY1VO_20821,"Actually, both the video and audio were quality weren't very good so I turned it off after a few minutes. The little bit I did watch didn't seem very promising.",2
A3N1LMLTZ7P605_8062,this is one of the movies i watch on daily bases it is just quality entertainment wow fun for the whole family,5
A2TR04O3EWOEHN_7633,"this is a great classic movie.
the
e service proved to be prompt and courteous. I will consider using this avenue in the future",5
AHC692C6O1YME_17240,The movie is pretty funny but very dated. Not bad to add to your collection but nothing stellar. Blue-ray shines for special effects so don't expect much for this movie.,3
A27QPKNA0UWI20_23405,I was so disappointed in the movie. I watch all the series and they were much better than this long movie. I felt that my time was wasted waiting on a punch line.,2
AWMUGLMTV1JBL_20283,"A rather plodding and ho-hum comedy, most notable for its many different early aircraft.  The funniest parts were Red Skelton's little intro skits, which had little to do with the plot (thank goodness).",3
A195G552F82TD0_23500,I've personally boycotted every polanski film since i learned he is a convicted pedophile. As should everyone else. As well as victor salvo.,1
A2HHCHD2MFR2I6_23166,The movie was well acted by Julia Roberts and all the cast but somehow it was a rather B grade movie. I would not recommend it to anyone wish I had not wasted my time watching it.,3
A18KOEFJIA5DZ0_6204,I purchased the DVD For Love of the Game and everything with the purchase went very smooth.  I wouldn't hesitate to buy from this vendor again.  Thank you for making it so easy!,5
A3TMFPAKHULH2B_15794,"Love Hitchcock. Teresa Wright is 40's gorgeous. Suspense great, but not his Greatest, thus 4star rating. but very well done.",4
A1VKKH2638PJDW_946,Finally I own it . I love this movie. Probably a top 10 of all time,5
A14Q64Y98X8HIM_2444,I watched this movie years ago and thought at that time it was OK.  This time I got the same feeling.  To me the acting was stilted and I had a hard time staying with it.,3
A1O8GCHZD1WX7F_16422,"This is a wonderful film and I really wanted my own copy, but the tape sent was defective and the tape crashed half way through the film.",2
A1TUBGUIRZ5BQE_17107,"One of the worst films I've ever seen....disconnected, depressing and boring.....very disjointed and irrelevant....couldn't get involved with the characters or care about their relationship 2 each other.....eventually turned it off before it ended....",1
A2LYN6JF4EV5UX_16248,"This movie was subpar....more or less for kids.  This movie wasn't as action packed as ""Gidrah, the 3-Headed Monster.""  Godzilla looked goofy when it jumped up and down like a kid.  Kids would like it, but  definitely not adults.",3
A2BR12BYIGV1ER_11279,I only get this cos I like Planet of the Apes. I CAN'T STAND MARKY-MARK. So I watch this and give it a chance.,3
A37AJAKJLDEVBX_298,I only wish that I had bought the movie rather than rented it!  Great film of good vs. evil.  Love it!,5
AH5B340MJORJV_23576,"Apparently some of the items marked for region 2 really are. I have tried this on 3 computers and 4 dvd players, and everyone of them says that it can not be played.",1
A2QAZ0PR7TSSLJ_21339,"this is beyond stupid.  bad acting, horrible script, all around fail...don't bother with this pos or whatever amount of time you do spend trying to watch this will stain your soul",1
AHZZ91HCXZO2F_4121,"I love this movie, it's a true story and must be viewed. Daniel Day Lewis is so fantastic in this.",5
A15TE36F4N0NUQ_18000,A normal Kerwin Mathews movie. Not as good as The 7th Voyage of Sinbad nor Gullivar's Travels. But for those of the gendre of Harry Ray Hausen not terrible.,3
ASFIDGZ407UN1_23178,This looked like a kinescope production for TV or a filming of a play.  Did not do the program justice.  Later version with Rick Moranis is much better.,1
ATBRQE0IPIXSY_20225,How can it be private if they made a movie for everyone to see.  I now know his private life and wish I didn't.,2
A2M2UEZYT9CTOK_22418,"Was okay to watch, but not outstanding.  Good history lesson for the Industrial Revolution time in history.  I enjoyed it.",3
A3TU6R9K1Q01TU_23931,This movie though stylish and cool was a slow bore. Maybe when it came out it was more interesting. The sets and costumes are well done but the story is muddy and uninspired.,2
AK0HGF8LEXJHY_21195,"The female chauvinist hypocrisy in this movie is absolutely sickening! Even worse than the locker room scene early in ""Ricochet"" (emasculating though that scene was, at least there was no assault).",1
A1NI0VOVXZBM7Y_11527,"Dead Alive has to be the most disturbing and disgusting of all zombie movies, of Any movie I have seen so far. Blood,guts, Lawnmowers! what was the creator(s) thinking? this film has no plot, just plain silly. silly kiwis.",1
A3IA4Q0VSJ0IB9_2899,"I chose this rating because I just love Kathy Bates,anything she plays in she does a super job, I love any movie she has ever played in,Shes just a great actress.",5
A3CPDELWDETC7Q_4257,"The first time I watched this when I was a kid, I cried when he was killed. I still cry at my age of 73.",5
A2KMUBI9W7KED3_6010,"One of my favorite movies, I sat on pins and needles waiting on it... it plays great, just as advertised",5
A2KLSMW17HZYPN_22458,I so looked forward to this movie but then it was a big letdown. Not sure what I expected but it wasn't what I saw.,3
AA8GLM1Z4S8Q2_23782,I found it interesting to watch but it had a lot of stereotypes and that detracted a bit from the impact. But it spurred me on to read the book again...so that's was a good effort.,3
A1Q7W9HLT4W8S9_7256,"Good action film, though not the film I thought that it was, I enjoyed it, full of action and actually well thought out, and easy enough to follow.",5
A2E3B7Y6DSCXXA_10547,"I wish I had a devise that edited movies & TV shows, because this movie has only one scene I would love to take out so I can enjoy it with my family.",3
A3T35ITD5GMNWU_5967,Wonderful packaging and recommend to everyone. New to blu-ray? You won't be disappointed with this one.,5
A1ABOWFWGL9HQC_14118,"This is a spectacular picture for stoned college freshmen of all ages.  The script am not exactly Shakespeare, but that's not why the college freshmen are watching it.  An important film...NOT!",4
A2B5R4LPHGFFC1_18834,"Horrible blu-ray!!!..The picture quality is better on the dvd, than this junk!...The sound is also horrible!!..Don't waste your money on this garbage...Shame on you Mill Creek, you need to the give fans their money back on this one!!!",1
AZYEZH083U4AR_6753,Goldie Hawn and Steve Martin make a great team in this movie. It is funny and anyone watching this movie will like it as much as I did,5
A34Y3IZH8GVYMO_7402,"a real keeper and a movie you will watch again and again...humorous, touching and really enjoyable. shipped fast and efficient.  my ultimate favorite",5
A3LL54PX7JQD3B_13719,Completely predictably throughout. It was almost like holding a script and reading it before any action occurred.,1
A24Y3QU4NQY3PN_11974,I never finished this movie. My brother and I took it out back and destroyed it with baseball bats after about 5 minutes of watching it. That's how bad it is.,1
AW53QFIBH472H_6955,"CHRISTIAN BALE PLAYS A RICH , SNOTTY LUNATIC.HE WOULD HEARS VOICES AND SH!T.THEN HE WOULD JUST SNAP AND KILL PEOPLE.IT'S kind of A COOL MOVIE BUT IT WAS DUMB.IT'S NOT SCARY.IT'S FUNNY AT SOMETIMES.",2
A1MH971WDKDIGC_17308,Disturbing. My daughter keeps watching it over and over. The more I see the more I'm horrified about what these animals where put through. I'd like to see PETA Reacts: Milo and Otis on YouTube.,1
A3LY2XDOALVWV0_18263,"I've watched this movie three times. It's funny with lots of great ""A"" and ""B"" actors. Watch when you're in the mood for gentle humor.",3
A29FWBCYXFXQH2_6710,"This movie was okay, but would have been better if a little history on the creature would have been included.",3
AIRKVUWUY21F4_21182,My kids who are 8 and 9 enjoyed this movie. Although the special effects are not as sophisticated as today's movies the story is great and fun for the whole family.,3
A2YHV0HTTLJE56_21407,Did not like. Not really what I thought it would be. Poor performance and more of a sex tape than a movie of substance.,1
A1ZU4ESC3VFUAI_6416,"Did we really need a movie about Andy Kauffman?
I'm sure the intentions were good but I barely found anything humorous.
I take it ""Taxi"" fans are more likely to watch this film.",1
A6HHN1BJB7PDO_900,"It's one of the greatest movies ever made. I worked security on the movie, and got me meet some of the stars. This is one of the best films Dolly Pardon ever made. It worth the money.",5
AWQJS6EDMTAX1_23682,"This was ok and Jeff Bridges did an excellent job but somehow this was missing that overall spark. A good western but a little flat. Other than Jeff's performance, nothing really stood out.",2
A13RKR92HNT4CI_10112,"Great acting, good stories. Escapism at its best and standard of production far better than many B grade westerns. Worth a punt.",4
A3ESXROJQ5VWRZ_12674,"A good Gary Cooper movie, though not well known.  Has good suspense and poignant scenes.  I recommend it for all Gary Cooper fans.",4
A1VL51O8CDNLRR_3788,"if you don't like this movie than you  must be dead inside !
Come on this movie is so sweet and will smack you in the face with holiday sprit!
And in color all the better !!",5
A27NFDU2XJ7OF7_19627,B- movie wonderful awfulness really great bad movies but at least these tried to have different story lines.,3
A3RO024IIVDQ1F_4701,Just another great movie with Sylvester Stallone.  The rest of the cast also did a very good job.  A great action packed movie that is exciting to watch.,5
ATISNKWYBTL0Z_12387,"Sword of Doom is well-shot and well-acted, but the lack of resolution and farcical ending make it impossible to rank the film among the foremost of the genre.",3
A121Y5WXQRK0N1_4988,"It was a walk into the past. Very well done. If it was restored, which it was I think, it was done very well.",5
A3TZADG4TN659V_13352,Surprisingly good sequel to the camp slasher movie has Jason Voorhees the killer and killed the sole survivor of the first then kills many more teens! Bad acting but good chills!,3
AQY9NPQPYRWZ0_19759,"This movie was far from what I've expected. First and last stories are barely interesting at all. It was a very theatrical experience, with overdone performances and stage-like lighting. Most interesting piece to me was the story of the earless.",3
A2TGA1FB1X3YYW_16843,Interesting perspective on war.  The main characters have a view on their enemies in a way that one does not normally expect from movies of the era that this was made in.,4
A3BV06QLR8GWQ8_3842,Everyone likes this movie.  I am guessing my wife likes the idea that we will watch it on DVD since she ordered it.,5
AW6Z2TKQYK794_396,"Great series but I could not find the episodes with commentary so I contacted Shout. they told me seasons 3 & 4 have certain episodes
with commentary also look closely on season 4 for extra bonus features Thank You!!",5
A21PKXRA5NN5AP_19054,Wasn't familiar with this comic story character.  It was fun and entertaining.  Not the quality of animation I was expecting but okay.  Bought it because the Miyasaki name was attached to it.,3
A1LWX8U36KXGZ9_19046,It was... weird. The show was very awkward. The plot was frail and in general I would not recommend it.,1
A2ASI1JB0URR58_14753,"I am sure there are plenty of good things on this movie, but I got really bored within the first 20 minutes so I did not watch the rest of the movie.",1
AR7I6YU73WPS5_17318,"Yes, I had seen this propaganda piece and this is all to this flick and its not my opinion but fact of life as  everything from Russia is propaganda and I claim it as an ex-citizen of said/sad/junky/lousy place.",1
AGT9N96H15B15_5948,Such a great movie. Always will be a favorite of mine. I love johnny Depp.,5
A288YL9QUJDG1P_18078,"I had this DVD but for some reason it stopped working, so I got another one. I like the new one better. It's on a different label.",3
A3F3ZKYC8WVYG_5411,"Amazon Women on the Moon, how can you go wrong with a late night B movie and all that entails. One of my absolute favorite comedy movies.",5
A3RJ49RHZ352BS_4204,Thanks for getting it to me on time and as described.  Gotta Love an old school classics like this,5
A1IDKZE0M1TSO0_2230,My daughter loves Elmo and absolutely loves this movie. We have most definitely gotten our moneys worth out of this dvd.,5
A1LF84ED2L4MXB_17569,"A movie that starts well enough, with Michael Keaton as the tenant from hell who is bankrupting his landlords, but the ending is so jejune and disorganized that you feel you've watched two hours of pure silliness.",1
A3HJN7AGCAOSLN_5970,"Idk if this is a review for the movie or Amazon. The film us great, but 2 out of 3 of the blu-rays I purchased came with broken cases",2
A3EHDOGAPUR9A4_8047,My kids watched this movie repeatedly.  My daughter (40+ years old now) watched it again last week.  She still enjoys the Muppets and the cameo appearances by actors and actresses throughout kept me entertained as well.,4
ASZLS1C2RO9WC_6880,"I quit watching it ....It didn't seem well done..  It was meant to be violent, but it was violent just for the sake of being bloody.",2
A3920USZU0VZCZ_13772,Slow moving 70s thriller.  I never felt Beatty was a compelling actor.  I wouldn't mind seeing this updated and remade.,2
A3NFO9I2EJF17I_21964,Good movie for Brady bunch fans! The actress playing Marsha was a better Marsha then the original!,3
A2SKQM60KAJEQL_23899,Watched 1st 45 minutes TOPS and could not bear any more... Hated it with ever ounce of energy in my body,1
A20R9QMZPQHMZR_13059,"Burt Reynolds plays the part of confused and befuddled guy trying to pick the right gal, his ex-wife vs a new sort of out of the norm girl friend.",4
A38IA71IA7H9ET_3022,"I enjoy watching this movie over and over again.  I wanted it for my Kindle, to take and watch on vacation.",5
A3RCQPLOXDMHPU_4533,Excellent movie. You have to love the charter Chi  and how often do you get to see Patrick and Wesley in drag?,5
A3S6C70EF1VA1I_23475,"For me it was a little dated, but strangely enough my daughter (30's) loved it. She would give it five stars.",3
A14YCS8G3K03CA_23247,"""Re-mastered"" my eye! This is a horrible transfer of a horrible third generation print, with horrible sound. Half of the witty dialogue is unintelligible. I gave up after about five minutes.",1
AR8O7SVSEUI9Z_20246,"my husband wanted this so I brought it, this is not something that I watch, but he loved it.",3
APD670D2LHEHQ_20762,Way to heavy handed with too obvious posing for my taste but my wife loved it. It was kind of a Tank Cirl meets the wild west except that it tries to take itself seriously.,3
A27QBP39RNXQK5_5362,A childhood movie to add to the grown collection I like to share with my nieces and nephews now and my kids in the future.,5
A2EQMW1W16UYJW_5790,"a great drama with lots of comedic moments, john hughes best 'serious' film of the '80s! think I'll watch it again right now...",5
A26W3R1WMJBWDF_551,"good action flick, seen it before and watched it again without any boredom. sneaking around, shooting, planes falling apart........what more could a person want.",4
A3VJMIXO0R2LSD_15021,"One of my all-time favorites, had not seen in decades, fun to watch again.  A classic spy-tale.",4
A2IN0BE2VXMXJ9_6463,"It was funny, had great acting, good story, WONDERFUL ending. Everyone who's anyone should see it! K?",4
A2AMFGAG2W9NVQ_1600,"A chic flick which does not pretend to be anything else. But, despite the presence of Streisand it is Ok for what it tries to do with the Conroy story.",1
A21VL4R2P3O6R5_16769,"its a low budget cult classic. its not the best movie, but i enjoy for its main purpose of being a weird al movie.",3
A31TNJ8U99TP0_1935,"One of Brad Pitts finest works.  I have seen this movie multiple times, and read the book.  A true piece of artistry.  Anyone this good should not let that talent go to waste.",5
A2QBLAM1AO0YFY_20664,Interesting account of a town which appears wholesome but is really rotten underneath. The pacing is a bit slow but it slowly builds suspense.  Good watch.,3
A1A5YMLSFU4G2P_5493,"This movie presents a heartfelt story found in the Old Testament. The movie is well made, but the music especially adds to the cinematic experience. A great view for people of all ages and faiths.",5
A38ZHHFH9KQJJZ_7026,Rollercoaster was a good PG movie from the past.. I think it could have made better viewing if had of been re mastered better for todays standards,4
A101IGU6UDKW3X_8550,Lavishly produced movie. Tom Cruise is having fun and it shows. The middle gets a little slow but the beginning and end are great and Kirsten Dunst turned in a really great performance for someone so young.,4
A3NLRA0IECQQLA_12061,"I love Sherlock Holmes stories/movies. Plummer and Mason were good, especially Mason, but I favor Jeremy Bent as the most realistic Holmes.",4
A1UYY7WQ3OC8BQ_19687,"Too much boring talk from the artist, in what could have been an interesting story.  But with a totally naked Emanuelle Beart hanging around, what man would dare to complain?",3
AGUP2U3Y9OMXK_8885,Completely different for Clint until the end when you get what you expect from him.,4
A3ICSQA1A11HX1_427,"This has been done so many times, but this is a good version of the story and Ciaran Hinds plays his part quite well. It has an interesting story line from beginning to end.",5
A1AFROWZLT4H40_7531,"You'll  needed to try it l loved the movie l love everything on my Amazon Fire HD tablet and Amazon.com. l love to shop and look on Amazon.com. Thanks again.
Love,
Patty Thilman",5
A2B0A0AQ8QW5OS_755,"chick flick that I almost walked away from, but I'm glad I didn't.  Turned out to be a really funny movie and very moving at times.  Shirley McLaine was a hoot!",5
A24MIE5RN006IC_21993,"I thought it would be a better movie and mistook it for another I thought of. The big thing, no captioning, I am deaf",2
A5PMDPLX4KTVA_10717,This CD gives people a brief overview and understanding of the settlement of the NW Territory and what drove people to settle in Oregon country,4
A358KG691FOI5Z_13728,"If I could rate this any lower I would. What a terrible  movie!
No plot, The Singing, Shelly Duvall... Whoever approved this being made should be shamed for the rest of their days...",1
A1O6R77HVAICUM_1365,"I love this movie, even though it's about the type of privileged fellows I grew up around who had the luxury to be like what he was. What I like is that he's honest about that.",5
A29YXBFTD7QUP3_8166,Your grandchildren will love this movie and the Blu-ray makes the colors pop. This is a classic Disney movie and you will not go wrong purchasing this for your grandkids to watch.,4
A1FZ5LYHDOI68Q_21959,Only if you are a collector of 70 movies other then that leave it on the shelf well you may get it if its in the $5 ben,2
A96R3VO408QRF_1876,"Fun little flick for a bit of Italian magic.  Lots of cliche moments, but it's fun if you're in the mood for a sweet romantic comedy.
I appreciate that it's a clean film without sex, language or violence.
Cheers!",3
A1M85QRMTPB8QO_19312,"Movie content is fine.  I just found it a little boring.  However, the friend who recommended I watch it, just loved the movie.",2
A10WX3STN28XM8_7635,"MY SON LIKES TO WATCH OLDER MOVIES WITH ANIMALS, AND THIS WAS THE PERFECT GIFT. I WOULD ADVISE ANYONE WHO WANTED GOOD MOVIES FOR CHILDREN TO BUY THIS.",5
